recommendation_id,selection_key,record_type,thai_source_text,english_draft,translation_style,numbers_match,units_match,timing_match,urgency_match,negation_match,meaning_review,review_comment,approval_status,approved_by,approved_at,translation_version,source_id,source_page
act_iso_push_not_pull.01,act_iso_push_not_pull,recommendation,ถ้าทำได้ให้ดันโดยใช้น้ำหนักตัว แทนการลากด้วยแรงแขน,Push with body weight when possible instead of pulling with the arms.,plain_english,pass,not_applicable,pending_human_review,pending_human_review,pending_human_review,pending_human_review,,pending,,,1,app_recommendations_v3,5
act_iso_push_smooth.01,act_iso_push_smooth,recommendation,ออกแรงดันหรือลากอย่างต่อเนื่อง ไม่กระชาก,Apply push or pull force smoothly without jerking.,plain_english,pass,not_applicable,pending_human_review,pending_human_review,pending_human_review,pending_human_review,,pending,,,1,app_recommendations_v3,5
act_iso_reduce_frequency.01,act_iso_reduce_frequency,recommendation,ลดความถี่ในการยก หรือแบ่งงานเป็นรอบสั้นลง,Reduce lifting frequency or split the task into shorter rounds.,direct,pass,not_applicable,pending_human_review,pending_human_review,pending_human_review,pending_human_review,,pending,,,1,body_map_recommendations,"4,8"
act_iso_reduce_push_distance.01,act_iso_reduce_push_distance,recommendation,ลดระยะทางดัน/ลาก หรือแบ่งเส้นทางเป็นช่วงสั้นลง,Shorten push/pull distance or divide the route into shorter sections.,direct,pass,not_applicable,pending_human_review,pending_human_review,pending_human_review,pending_human_review,,pending,,,1,app_recommendations_v3,5
act_iso_tool_handle_fit.01,act_iso_tool_handle_fit,recommendation,ใช้ด้ามจับที่ไม่ลื่น มีขนาดพอดีมือ,Use non-slip handles that fit the hand.,direct,pass,not_applicable,pending_human_review,pending_human_review,pending_human_review,pending_human_review,,pending,,,1,ilo_ergonomic_checkpoints_agriculture,79
act_iso_tool_handle_fit.02,act_iso_tool_handle_fit,recommendation,ลดแรงบีบจับ,Reduce gripping force.,direct,pass,not_applicable,pending_human_review,pending_human_review,pending_human_review,pending_human_review,,pending,,,1,ilo_ergonomic_checkpoints_agriculture,79
act_pesticide_ref_high.01,act_pesticide_ref_high,recommendation,ถ้าถังพ่นหนักเกินน้ำหนักที่แนะนำ ให้ใช้อุปกรณ์ล้อเข็นหรือหัวฉีดแบบต่อท่อยาว,"If the sprayer tank exceeds the recommended weight, use a wheeled aid or a long-hose nozzle.",direct,pass,not_applicable,pending_human_review,pending_human_review,pending_human_review,pending_human_review,,pending,,,1,app_recommendations_v3,2
act_pesticide_ref_high.02,act_pesticide_ref_high,recommendation,หมุนเวียนงานกับเพื่อนทุก 30 นาที,Rotate tasks with a coworker every 30 minutes.,direct,pass,pass,pending_human_review,pending_human_review,pending_human_review,pending_human_review,,pending,,,1,app_recommendations_v3,2
act_pesticide_ref_low.01,act_pesticide_ref_low,recommendation,ปรับสายสะพายเครื่องพ่นให้พอดี,Fit sprayer straps properly.,direct,pass,not_applicable,pending_human_review,pending_human_review,pending_human_review,pending_human_review,,pending,,,1,app_recommendations_v3,2
act_pesticide_ref_low.02,act_pesticide_ref_low,recommendation,ใช้หัวฉีดน้ำหนักเบา,Use a lightweight nozzle.,direct,pass,not_applicable,pending_human_review,pending_human_review,pending_human_review,pending_human_review,,pending,,,1,app_recommendations_v3,2
act_pesticide_ref_low.03,act_pesticide_ref_low,recommendation,พัก 5 นาทีทุกชั่วโมง,Rest 5 minutes every hour.,direct,pass,pass,pending_human_review,pending_human_review,pending_human_review,pending_human_review,,pending,,,1,app_recommendations_v3,2
act_pesticide_ref_medium.01,act_pesticide_ref_medium,recommendation,ลดระยะเวลาพ่นต่อเนื่องไม่เกิน 1 ชั่วโมง แล้วพัก 15 นาที,"Limit continuous spraying to 1 hour, then rest for 15 minutes.",direct,pass,pass,pending_human_review,pending_human_review,pending_human_review,pending_human_review,,pending,,,1,app_recommendations_v3,2
act_pesticide_ref_medium.02,act_pesticide_ref_medium,recommendation,สลับข้างที่ถือท่อพ่น และใส่รองเท้ากันลื่น,Alternate the side holding the spray wand and wear non-slip footwear.,direct,pass,not_applicable,pending_human_review,pending_human_review,pending_human_review,pending_human_review,,pending,,,1,app_recommendations_v3,2
act_pruning_ref_high.01,act_pruning_ref_high,recommendation,เปลี่ยนมาใช้เครื่องตัดกิ่งแบบกลไกช่วย,Use mechanically assisted pruning tools.,direct,pass,not_applicable,pending_human_review,pending_human_review,pending_human_review,pending_human_review,,pending,,,1,app_recommendations_v3,2
act_pruning_ref_high.02,act_pruning_ref_high,recommendation,ถ้าใช้กรรไกรต้องพัก 10 นาทีทุก 20 นาที,"When using shears, rest for 10 minutes every 20 minutes.",direct,pass,pass,pending_human_review,pending_human_review,pending_human_review,pending_human_review,,pending,,,1,app_recommendations_v3,2
act_pruning_ref_high.03,act_pruning_ref_high,recommendation,ทำงานเป็นทีมเพื่อหมุนเวียน,Work as a team to rotate tasks.,direct,pass,not_applicable,pending_human_review,pending_human_review,pending_human_review,pending_human_review,,pending,,,1,app_recommendations_v3,2
act_pruning_ref_high.04,act_pruning_ref_high,recommendation,หลีกเลี่ยงการตัดในท่าบิดตัว,Avoid twisting while pruning.,direct,pass,not_applicable,pending_human_review,pending_human_review,pending_human_review,pending_human_review,,pending,,,1,app_recommendations_v3,2
act_pruning_ref_low.01,act_pruning_ref_low,recommendation,ใช้กรรไกรคมและน้ำหนักเบา,"Use sharp, lightweight shears.",direct,pass,not_applicable,pending_human_review,pending_human_review,pending_human_review,pending_human_review,,pending,,,1,app_recommendations_v3,2
act_pruning_ref_low.02,act_pruning_ref_low,recommendation,สลับแขนทุก 10-15 นาที และอย่ายกแขนเหนือศีรษะนาน,Switch arms every 10-15 minutes and avoid keeping the arms above the head for long periods.,direct,pass,pass,pending_human_review,pending_human_review,pending_human_review,pending_human_review,,pending,,,1,app_recommendations_v3,2
act_pruning_ref_medium.01,act_pruning_ref_medium,recommendation,ใช้กรรไกรแบบก้านยาวเพื่อลดการเอื้อม,Use long-handled shears to reduce reaching.,direct,pass,not_applicable,pending_human_review,pending_human_review,pending_human_review,pending_human_review,,pending,,,1,app_recommendations_v3,2
act_pruning_ref_medium.02,act_pruning_ref_medium,recommendation,ใช้บันไดสำหรับกิ่งสูง,Use a ladder for high branches.,direct,pass,not_applicable,pending_human_review,pending_human_review,pending_human_review,pending_human_review,,pending,,,1,app_recommendations_v3,2
act_pruning_ref_medium.03,act_pruning_ref_medium,recommendation,สลับแขน,Switch arms.,direct,pass,not_applicable,pending_human_review,pending_human_review,pending_human_review,pending_human_review,,pending,,,1,app_recommendations_v3,2
act_pruning_ref_medium.04,act_pruning_ref_medium,recommendation,พัก 5 นาทีทุก 30 นาที,Rest 5 minutes every 30 minutes.,direct,pass,pass,pending_human_review,pending_human_review,pending_human_review,pending_human_review,,pending,,,1,app_recommendations_v3,2
act_reduce_arm_raise.01,act_reduce_arm_raise,recommendation,ลดการยกแขนสูงเหนือไหล่เป็นเวลานาน,Reduce prolonged arm raising.,direct,pass,not_applicable,pending_human_review,pending_human_review,pending_human_review,pending_human_review,,pending,,,1,body_map_recommendations,4-5
act_reduce_load_tool.01,act_reduce_load_tool,recommendation,ลดน้ำหนักสิ่งของ หรือใช้เครื่องทุ่นแรง,Reduce the load weight or use a handling aid.,direct,pass,not_applicable,pending_human_review,pending_human_review,pending_human_review,pending_human_review,,pending,,,1,body_map_recommendations,"4,8"
act_reduce_weight.01,act_reduce_weight,recommendation,ลดน้ำหนักที่ยก,Reduce load weight.,direct,pass,not_applicable,pending_human_review,pending_human_review,pending_human_review,pending_human_review,,pending,,,1,body_map_recommendations,7-8
act_ref_weight_high.01,act_ref_weight_high,recommendation,ลดน้ำหนักที่ยกทันที: ชาย 20-45 ปี ไม่เกิน 13 กก.,Reduce lifting weight immediately: men aged 20-45 years should lift no more than 13 kg.,direct,pass,pass,pending_human_review,pending_human_review,pending_human_review,pending_human_review,,pending,,,1,app_recommendations_v3,1
act_ref_weight_high.02,act_ref_weight_high,recommendation,ชายอายุต่ำกว่า 20 หรือมากกว่า 45 ปี ไม่เกิน 10 กก.,Men under 20 or over 45 years should lift no more than 10 kg.,direct,pass,pass,pending_human_review,pending_human_review,pending_human_review,pending_human_review,,pending,,,1,app_recommendations_v3,1
act_ref_weight_high.03,act_ref_weight_high,recommendation,หญิง 20-45 ปี ไม่เกิน 10 กก.,Women aged 20-45 years should lift no more than 10 kg.,direct,pass,pass,pending_human_review,pending_human_review,pending_human_review,pending_human_review,,pending,,,1,app_recommendations_v3,1
act_ref_weight_high.04,act_ref_weight_high,recommendation,หญิงอายุต่ำกว่า 20 หรือมากกว่า 45 ปี ไม่เกิน 8 กก.,Women under 20 or over 45 years should lift no more than 8 kg.,direct,pass,pass,pending_human_review,pending_human_review,pending_human_review,pending_human_review,,pending,,,1,app_recommendations_v3,1
act_ref_weight_high.05,act_ref_weight_high,recommendation,ถ้าเกินนี้ให้ใช้อุปกรณ์ช่วย,Use a handling aid if the load exceeds these limits.,direct,pass,not_applicable,pending_human_review,pending_human_review,pending_human_review,pending_human_review,,pending,,,1,app_recommendations_v3,1
act_ref_weight_low.01,act_ref_weight_low,recommendation,ตรวจสอบน้ำหนักที่ยก: ชาย 20-45 ปี ไม่เกิน 25 กก.,Check lifting weight: men aged 20-45 years should lift no more than 25 kg.,direct,pass,pass,pending_human_review,pending_human_review,pending_human_review,pending_human_review,,pending,,,1,app_recommendations_v3,1
act_ref_weight_low.02,act_ref_weight_low,recommendation,ชายอายุต่ำกว่า 20 หรือมากกว่า 45 ปี ไม่เกิน 20 กก.,Men under 20 or over 45 years should lift no more than 20 kg.,direct,pass,pass,pending_human_review,pending_human_review,pending_human_review,pending_human_review,,pending,,,1,app_recommendations_v3,1
act_ref_weight_low.03,act_ref_weight_low,recommendation,หญิง 20-45 ปี ไม่เกิน 20 กก.,Women aged 20-45 years should lift no more than 20 kg.,direct,pass,pass,pending_human_review,pending_human_review,pending_human_review,pending_human_review,,pending,,,1,app_recommendations_v3,1
act_ref_weight_low.04,act_ref_weight_low,recommendation,หญิงอายุต่ำกว่า 20 หรือมากกว่า 45 ปี ไม่เกิน 15 กก.,Women under 20 or over 45 years should lift no more than 15 kg.,direct,pass,pass,pending_human_review,pending_human_review,pending_human_review,pending_human_review,,pending,,,1,app_recommendations_v3,1
act_ref_weight_medium.01,act_ref_weight_medium,recommendation,ปรับน้ำหนักที่ยก: ชาย 20-45 ปี ไม่เกิน 18 กก.,Reduce lifting weight: men aged 20-45 years should lift no more than 18 kg.,direct,pass,pass,pending_human_review,pending_human_review,pending_human_review,pending_human_review,,pending,,,1,app_recommendations_v3,1
act_ref_weight_medium.02,act_ref_weight_medium,recommendation,ชายอายุต่ำกว่า 20 หรือมากกว่า 45 ปี ไม่เกิน 15 กก.,Men under 20 or over 45 years should lift no more than 15 kg.,direct,pass,pass,pending_human_review,pending_human_review,pending_human_review,pending_human_review,,pending,,,1,app_recommendations_v3,1
act_ref_weight_medium.03,act_ref_weight_medium,recommendation,หญิง 20-45 ปี ไม่เกิน 15 กก.,Women aged 20-45 years should lift no more than 15 kg.,direct,pass,pass,pending_human_review,pending_human_review,pending_human_review,pending_human_review,,pending,,,1,app_recommendations_v3,1
act_ref_weight_medium.04,act_ref_weight_medium,recommendation,หญิงอายุต่ำกว่า 20 หรือมากกว่า 45 ปี ไม่เกิน 11 กก.,Women under 20 or over 45 years should lift no more than 11 kg.,direct,pass,pass,pending_human_review,pending_human_review,pending_human_review,pending_human_review,,pending,,,1,app_recommendations_v3,1
act_rest_stretch.01,act_rest_stretch,recommendation,ควรพักเบรกเพื่อยืดเหยียดกล้ามเนื้อ,Take breaks to stretch muscles.,direct,pass,not_applicable,pending_human_review,pending_human_review,pending_human_review,pending_human_review,,pending,,,1,ilo_ergonomic_checkpoints_agriculture,243
act_spray_extension.01,act_spray_extension,recommendation,ใช้ด้ามต่อหัวพ่น เพื่อลดการยกแขนสูงหรือเอื้อมไกล,Use an extension wand so the arm does not stay raised or overreached.,direct,pass,not_applicable,pending_human_review,pending_human_review,pending_human_review,pending_human_review,,pending,,,1,app_recommendations_v3,2
act_transplant_low_stool.01,act_transplant_low_stool,recommendation,ใช้เก้าอี้เตี้ยหรือเบาะรองเข่า แทนการนั่งยองนาน ๆ,Use a low stool or knee pad instead of squatting for long periods.,direct,pass,not_applicable,pending_human_review,pending_human_review,pending_human_review,pending_human_review,,pending,,,1,app_recommendations_v3,1
act_transplant_raise_bed.01,act_transplant_raise_bed,recommendation,ยกถาดกล้าหรือพื้นที่ทำงานให้สูงขึ้น เพื่อลดการก้มหลังลึก,Raise seedling trays or work height to reduce deep bending.,direct,pass,not_applicable,pending_human_review,pending_human_review,pending_human_review,pending_human_review,,pending,,,1,app_recommendations_v3,1
act_transplant_ref_high.01,act_transplant_ref_high,recommendation,ปรับปรุงทันทีโดยยกแปลงเพาะชำให้สูงระดับเอว,Improve the task immediately by raising the seedling bed to waist height.,direct,pass,not_applicable,pending_human_review,pending_human_review,pending_human_review,pending_human_review,,pending,,,1,app_recommendations_v3,1
act_transplant_ref_high.02,act_transplant_ref_high,recommendation,ใช้อุปกรณ์นั่งยองหรือเก้าอี้เตี้ย,Use a squatting support or low stool.,direct,pass,not_applicable,pending_human_review,pending_human_review,pending_human_review,pending_human_review,,pending,,,1,app_recommendations_v3,1
act_transplant_ref_high.03,act_transplant_ref_high,recommendation,พักทุก 15-20 นาที,Take a break every 15-20 minutes.,direct,pass,pass,pending_human_review,pending_human_review,pending_human_review,pending_human_review,,pending,,,1,app_recommendations_v3,1
act_transplant_ref_low.01,act_transplant_ref_low,recommendation,ท่าทางดีอยู่แล้ว ควรสลับยืนกับนั่งยองทุก 20 นาที,The posture is acceptable; alternate between standing and squatting every 20 minutes.,direct,pass,pass,pending_human_review,pending_human_review,pending_human_review,pending_human_review,,pending,,,1,app_recommendations_v3,1
act_transplant_ref_low.02,act_transplant_ref_low,recommendation,ตรวจสอบความสูงของแปลงเพาะชำให้พอดีกับเอว,Check that the seedling bed is close to waist height.,direct,pass,not_applicable,pending_human_review,pending_human_review,pending_human_review,pending_human_review,,pending,,,1,app_recommendations_v3,1
act_transplant_ref_medium.01,act_transplant_ref_medium,recommendation,ลดการก้มโดยยกแปลงเพาะชำให้สูงขึ้น,Raise the seedling bed to reduce bending.,direct,pass,not_applicable,pending_human_review,pending_human_review,pending_human_review,pending_human_review,,pending,,,1,app_recommendations_v3,1
act_transplant_ref_medium.02,act_transplant_ref_medium,recommendation,ใช้เบาะรองนั่งยองหรือเก้าอี้เตี้ย,Use a squatting cushion or low stool.,direct,pass,not_applicable,pending_human_review,pending_human_review,pending_human_review,pending_human_review,,pending,,,1,app_recommendations_v3,1
act_transplant_ref_medium.03,act_transplant_ref_medium,recommendation,สลับท่าทุก 15 นาที และฝึกยกต้นกล้าโดยใช้ขา,Change posture every 15 minutes and lift seedlings using the legs.,direct,pass,pass,pending_human_review,pending_human_review,pending_human_review,pending_human_review,,pending,,,1,app_recommendations_v3,1
act_transport_clear_path.01,act_transport_clear_path,recommendation,จัดทางเดินให้เรียบและไม่มีสิ่งกีดขวางก่อนขนย้าย,Make the transport path level and clear of obstacles before moving materials.,direct,pass,not_applicable,pending_human_review,pending_human_review,pending_human_review,pending_human_review,,pending,,,1,ilo_ergonomic_checkpoints_agriculture,29
act_transport_ref_high.01,act_transport_ref_high,recommendation,ลดน้ำหนักกระสอบ,Reduce sack weight.,direct,pass,not_applicable,pending_human_review,pending_human_review,pending_human_review,pending_human_review,,pending,,,1,app_recommendations_v3,3
act_transport_ref_high.02,act_transport_ref_high,recommendation,ใช้เกวียนหรือรถเข็นล้อใหญ่ ปูพื้นกันลื่น,Use a wagon or large-wheel cart and provide a non-slip surface.,direct,pass,not_applicable,pending_human_review,pending_human_review,pending_human_review,pending_human_review,,pending,,,1,app_recommendations_v3,3
act_transport_ref_high.03,act_transport_ref_high,recommendation,จัดพัก 10-15 นาทีทุก 30 นาที และฝึกเทคนิคการยกที่ถูกต้องร่วมกับเพื่อน,Rest for 10-15 minutes every 30 minutes and practise correct team-lifting technique.,direct,pass,pass,pending_human_review,pending_human_review,pending_human_review,pending_human_review,,pending,,,1,app_recommendations_v3,3
act_transport_ref_low.01,act_transport_ref_low,recommendation,ใช้รถเข็นทุกครั้ง,Use a cart every time.,direct,pass,not_applicable,pending_human_review,pending_human_review,pending_human_review,pending_human_review,,pending,,,1,app_recommendations_v3,3
act_transport_ref_low.02,act_transport_ref_low,recommendation,ยกของโดยงอเข่า หลังตรง ไม่บิดตัว และสวมรองเท้ากันลื่น,"Lift by bending the knees, keeping the back straight, avoiding twisting, and wearing non-slip footwear.",direct,pass,not_applicable,pending_human_review,pending_human_review,pending_human_review,pending_human_review,,pending,,,1,app_recommendations_v3,3
act_transport_ref_medium.01,act_transport_ref_medium,recommendation,ลดน้ำหนักกระสอบ,Reduce sack weight.,direct,pass,not_applicable,pending_human_review,pending_human_review,pending_human_review,pending_human_review,,pending,,,1,app_recommendations_v3,3
act_transport_ref_medium.02,act_transport_ref_medium,recommendation,ใช้รถเข็น,Use a cart.,direct,pass,not_applicable,pending_human_review,pending_human_review,pending_human_review,pending_human_review,,pending,,,1,app_recommendations_v3,3
act_transport_ref_medium.03,act_transport_ref_medium,recommendation,ปรับปรุงทางเดิน,Improve the path.,direct,pass,not_applicable,pending_human_review,pending_human_review,pending_human_review,pending_human_review,,pending,,,1,app_recommendations_v3,3
act_transport_ref_medium.04,act_transport_ref_medium,recommendation,เปลี่ยนทิศทางโดยหมุนเท้าแทนการบิดเอว,Turn with the feet instead of twisting the waist.,direct,pass,not_applicable,pending_human_review,pending_human_review,pending_human_review,pending_human_review,,pending,,,1,app_recommendations_v3,3
act_transport_two_person.01,act_transport_two_person,recommendation,ให้คนช่วยยกเมื่อผลผลิตหนักเกินไป,Ask another person to help lift heavy produce when needed.,direct,pass,not_applicable,pending_human_review,pending_human_review,pending_human_review,pending_human_review,,pending,,,1,body_map_recommendations,8
act_use_cart_distance.01,act_use_cart_distance,recommendation,ใช้รถเข็นหรืออุปกรณ์ช่วยขนย้ายเมื่อต้องขนไกล,Use a cart or handling aid for long distance transport.,direct,pass,not_applicable,pending_human_review,pending_human_review,pending_human_review,pending_human_review,,pending,,,1,body_map_recommendations,"3,8"
act_use_legs.01,act_use_legs,recommendation,ใช้แรงจากขาในการออกแรง ไม่ใช่หลัง,"Use force from the legs, not the back.",direct,pass,not_applicable,pending_human_review,pending_human_review,pending_human_review,pending_human_review,,pending,,,1,app_recommendations_v3,"1,3"
ui.recommendations.heading,ui.recommendations.heading,ui_copy,คำแนะนำตามกิจกรรมและความเสี่ยง,Recommendations by activity and risk,direct,pass,not_applicable,pending_human_review,pending_human_review,pending_human_review,pending_human_review,,pending,,,1,current_app_recommendation_copy,
ui.recommendations.instruction,ui.recommendations.instruction,ui_copy,เริ่มจากข้อที่ทำได้จริงในงานนี้ แล้วติดตามคะแนนครั้งถัดไป,"Start with actions that fit this task, then compare the next result.",direct,pass,not_applicable,pending_human_review,pending_human_review,pending_human_review,pending_human_review,,pending,,,1,current_app_recommendation_copy,
ui.category.posture,ui.category.posture,ui_copy,ท่าทางที่ควรปรับ,Posture to adjust,direct,pass,not_applicable,pending_human_review,pending_human_review,pending_human_review,pending_human_review,,pending,,,1,current_app_recommendation_copy,
ui.category.risk_reduction,ui.category.risk_reduction,ui_copy,วิธีลดความเสี่ยง,Ways to reduce risk,direct,pass,not_applicable,pending_human_review,pending_human_review,pending_human_review,pending_human_review,,pending,,,1,current_app_recommendation_copy,
ui.category.rest_rotation,ui.category.rest_rotation,ui_copy,การพักหรือสลับงาน,Rest or task rotation,direct,pass,not_applicable,pending_human_review,pending_human_review,pending_human_review,pending_human_review,,pending,,,1,current_app_recommendation_copy,
ui.category.workload_support,ui.category.workload_support,ui_copy,อุปกรณ์ช่วยลดภาระงาน,Tools or workload support,direct,pass,not_applicable,pending_human_review,pending_human_review,pending_human_review,pending_human_review,,pending,,,1,current_app_recommendation_copy,
ui.recommendations.empty,ui.recommendations.empty,ui_copy,ไม่มีคำแนะนำเพิ่มเติม,No additional recommendation,direct,pass,not_applicable,pending_human_review,pending_human_review,pending_human_review,pending_human_review,,pending,,,1,current_app_recommendation_copy,
ui.recommendations.full,ui.recommendations.full,ui_copy,คำแนะนำฉบับเต็ม,Full recommendations,direct,pass,not_applicable,pending_human_review,pending_human_review,pending_human_review,pending_human_review,,pending,,,1,current_app_recommendation_copy,
report.selected_recommendations,report.selected_recommendations,ui_copy,คำแนะนำที่เลือก,Selected recommendations,direct,pass,not_applicable,pending_human_review,pending_human_review,pending_human_review,pending_human_review,,pending,,,1,current_app_recommendation_copy,
system.unmapped_saved_recommendation,system.unmapped_saved_recommendation,system_message,ไม่สามารถจับคู่คำแนะนำเดิมกับรายการปัจจุบันได้,A saved recommendation could not be matched to the current approved catalog.,plain_english,pass,not_applicable,pending_human_review,pending_human_review,pending_human_review,pending_human_review,,pending,,,1,current_app_recommendation_copy,
