recommendation_id,selection_key,display_order,record_type,category,activity,body_part,risk_level,trigger_condition,thai_source_text,source_id,source_page,source_section,source_priority,catalog_version,record_status,legacy_text_th,legacy_text_en
act_harvest_ref_high.02,act_harvest_ref_high,2,recommendation,riskReduction,harvesting,any,high,activity_and_overall_risk_match,หลีกเลี่ยงการปีน,app_recommendations_v3,2,act_harvest_ref_high,2,2026-07-29.1,source_verified,,
act_harvest_ref_high.03,act_harvest_ref_high,3,recommendation,riskReduction,harvesting,any,high,activity_and_overall_risk_match,หยุดพัก 10 นาทีทุก 20 นาที,app_recommendations_v3,2,act_harvest_ref_high,2,2026-07-29.1,source_verified,,
act_harvest_ref_high.04,act_harvest_ref_high,4,recommendation,riskReduction,harvesting,any,high,activity_and_overall_risk_match,ถ้ามีอาการปวดมือหรือหลังให้หยุดงานทันที,app_recommendations_v3,2,act_harvest_ref_high,2,2026-07-29.1,source_verified,,
act_harvest_ref_low.01,act_harvest_ref_low,1,recommendation,riskReduction,harvesting,any,low,activity_and_overall_risk_match,เปลี่ยนท่า ยืน-นั่งยอง ทุก 20 นาที,app_recommendations_v3,2,act_harvest_ref_low,2,2026-07-29.1,source_verified,เปลี่ยนท่า ยืน-นั่งยอง ทุก 20 นาที ใช้ถุงมือนุ่ม และตั้งตะกร้าบนแท่นสูง,"Change posture between standing and squatting every 20 minutes, use soft gloves, and place baskets on a raised stand."
act_harvest_ref_low.02,act_harvest_ref_low,2,recommendation,riskReduction,harvesting,any,low,activity_and_overall_risk_match,ใช้ถุงมือนุ่ม และตั้งตะกร้าบนแท่นสูง,app_recommendations_v3,2,act_harvest_ref_low,2,2026-07-29.1,source_verified,,
act_harvest_ref_medium.01,act_harvest_ref_medium,1,recommendation,riskReduction,harvesting,any,medium,activity_and_overall_risk_match,ใช้ถุงมือลดแรงกด,app_recommendations_v3,2,act_harvest_ref_medium,2,2026-07-29.1,source_verified,ใช้ถุงมือลดแรงกด ลดการก้มโดยปรับความสูงตะกร้า พัก 5 นาทีทุก 30 นาที และสังเกตอาการชาที่มือ,"Use padded gloves, reduce bending by raising the basket, rest 5 minutes every 30 minutes, and watch for hand numbness."
act_harvest_ref_medium.02,act_harvest_ref_medium,2,recommendation,riskReduction,harvesting,any,medium,activity_and_overall_risk_match,ลดการก้มโดยปรับความสูงตะกร้า,app_recommendations_v3,2,act_harvest_ref_medium,2,2026-07-29.1,source_verified,,
act_harvest_ref_medium.03,act_harvest_ref_medium,3,recommendation,riskReduction,harvesting,any,medium,activity_and_overall_risk_match,พัก 5 นาทีทุก 30 นาที,app_recommendations_v3,2,act_harvest_ref_medium,2,2026-07-29.1,source_verified,,
act_harvest_ref_medium.04,act_harvest_ref_medium,4,recommendation,riskReduction,harvesting,any,medium,activity_and_overall_risk_match,สังเกตอาการชาที่มือ,app_recommendations_v3,2,act_harvest_ref_medium,2,2026-07-29.1,source_verified,,
act_iso_floor_level.01,act_iso_floor_level,1,recommendation,posture,any,any,any,selection_key_selected,จัดพื้นทางเดินให้เรียบ แห้ง ไม่ลื่น และไม่มีสิ่งกีดขวาง,ilo_ergonomic_checkpoints_agriculture,"29,31",Checkpoints 1-2,3,2026-07-29.1,source_verified,จัดพื้นทางเดินให้เรียบ แห้ง ไม่ลื่น และไม่มีสิ่งกีดขวาง,"Keep floors firm, level, dry, and clear of obstacles"
act_iso_improve_grip.01,act_iso_improve_grip,1,recommendation,posture,any,any,any,selection_key_selected,ใช้ภาชนะหรือด้ามจับที่จับได้ถนัดและมั่นคง,ilo_ergonomic_checkpoints_agriculture,79,Checkpoint 25,3,2026-07-29.1,source_verified,ใช้ภาชนะหรือด้ามจับที่จับได้ถนัดและมั่นคง,Use containers or handles that are easy to grip securely
act_iso_job_rotation.01,act_iso_job_rotation,1,recommendation,restRotation,any,any,any,selection_key_selected,สลับงานเพื่อลดการใช้กล้ามเนื้อกลุ่มเดิมต่อเนื่องนานเกินไป,ilo_ergonomic_checkpoints_agriculture,229,Checkpoint 92,3,2026-07-29.1,source_verified,สลับงานเพื่อลดการใช้กล้ามเนื้อกลุ่มเดิมต่อเนื่องนานเกินไป,Rotate tasks so the same muscles are not used continuously
act_iso_keep_load_close.01,act_iso_keep_load_close,1,recommendation,posture,any,any,any,selection_key_selected,วางของให้ชิดลำตัวก่อนยกหรือขนย้าย,ilo_ergonomic_checkpoints_agriculture,51,Checkpoint 12,3,2026-07-29.1,source_verified,วางของให้ชิดลำตัวก่อนยกหรือขนย้าย,Keep the load close to the body before lifting or carrying
act_iso_lift_height.01,act_iso_lift_height,1,recommendation,posture,any,any,any,selection_key_selected,จัดของให้อยู่ระดับประมาณข้อนิ้วถึงข้อศอกก่อนยก,app_recommendations_v3,4,ISO 11228-1 mapping,2,2026-07-29.1,source_verified,จัดของให้อยู่ระดับประมาณข้อนิ้วถึงข้อศอกก่อนยก,Place the load around knuckle-to-elbow height before lifting
act_iso_neutral_reach.01,act_iso_neutral_reach,1,recommendation,posture,any,any,any,selection_key_selected,ทำงานใกล้ลำตัว,ilo_ergonomic_checkpoints_agriculture,"51,65",Checkpoints 12 and 18,3,2026-07-29.1,source_verified,ทำงานใกล้ลำตัว ลดการเอื้อมไกลหรือขยับข้อไปสุดช่วง,Keep hands near the body and avoid extreme reach or joint positions
act_iso_neutral_reach.02,act_iso_neutral_reach,2,recommendation,posture,any,any,any,selection_key_selected,ลดการเอื้อมไกลหรือขยับข้อไปสุดช่วง,ilo_ergonomic_checkpoints_agriculture,"51,65",Checkpoints 12 and 18,3,2026-07-29.1,source_verified,,
act_iso_plan_recovery.01,act_iso_plan_recovery,1,recommendation,restRotation,any,any,any,selection_key_selected,วางแผนพักสั้น ๆ หรือสลับงานเมื่อต้องทำซ้ำหลายรอบ,ilo_ergonomic_checkpoints_agriculture,243,Checkpoint 99,3,2026-07-29.1,source_verified,วางแผนพักสั้น ๆ หรือสลับงานเมื่อต้องทำซ้ำหลายรอบ,Plan short recovery breaks or rotate tasks during repeated work
act_iso_push_handle_height.01,act_iso_push_handle_height,1,recommendation,posture,any,any,any,selection_key_selected,ปรับด้ามจับให้อยู่ใกล้ระดับข้อศอก เพื่อใช้แรงได้มั่นคง,ilo_ergonomic_checkpoints_agriculture,63,Checkpoint 17,3,2026-07-29.1,source_verified,ปรับด้ามจับให้อยู่ใกล้ระดับข้อศอก เพื่อใช้แรงได้มั่นคง,Adjust handles near elbow height so the body can push steadily
act_iso_push_not_pull.01,act_iso_push_not_pull,1,recommendation,posture,any,any,any,selection_key_selected,ถ้าทำได้ให้ดันโดยใช้น้ำหนักตัว แทนการลากด้วยแรงแขน,app_recommendations_v3,5,ISO 11228-2 posture principle,2,2026-07-29.1,source_verified,ถ้าทำได้ให้ดันโดยใช้น้ำหนักตัว แทนการลากด้วยแรงแขน,Push with body weight when possible instead of pulling with the arms
act_iso_push_smooth.01,act_iso_push_smooth,1,recommendation,posture,any,any,any,selection_key_selected,ออกแรงดันหรือลากอย่างต่อเนื่อง ไม่กระชาก,app_recommendations_v3,5,ISO 11228-2 mapping,2,2026-07-29.1,source_verified,ออกแรงดันหรือลากอย่างต่อเนื่อง ไม่กระชาก,Push or pull smoothly and avoid sudden jerking force
act_iso_reduce_frequency.01,act_iso_reduce_frequency,1,recommendation,posture,any,any,any,selection_key_selected,ลดความถี่ในการยก หรือแบ่งงานเป็นรอบสั้นลง,body_map_recommendations,"4,8",Reduce repeated lifting,1,2026-07-29.1,source_verified,ลดความถี่ในการยก หรือแบ่งงานเป็นรอบสั้นลง,Reduce lifting frequency or split the task into shorter rounds
act_iso_reduce_push_distance.01,act_iso_reduce_push_distance,1,recommendation,posture,any,any,any,selection_key_selected,ลดระยะทางดัน/ลาก หรือแบ่งเส้นทางเป็นช่วงสั้นลง,app_recommendations_v3,5,ISO 11228-2 distance principle,2,2026-07-29.1,source_verified,ลดระยะทางดัน/ลาก หรือแบ่งเส้นทางเป็นช่วงสั้นลง,Shorten push/pull distance or divide the route into shorter sections
act_iso_tool_handle_fit.01,act_iso_tool_handle_fit,1,recommendation,workloadSupport,any,any,any,selection_key_selected,ใช้ด้ามจับที่ไม่ลื่น มีขนาดพอดีมือ,ilo_ergonomic_checkpoints_agriculture,79,Checkpoint 25,3,2026-07-29.1,source_verified,ใช้ด้ามจับที่ไม่ลื่น มีขนาดพอดีมือ และลดแรงบีบจับ,"Use padded, non-slip tool handles sized for a secure grip"
act_iso_tool_handle_fit.02,act_iso_tool_handle_fit,2,recommendation,workloadSupport,any,any,any,selection_key_selected,ลดแรงบีบจับ,ilo_ergonomic_checkpoints_agriculture,79,Checkpoint 25,3,2026-07-29.1,source_verified,,
act_pesticide_ref_high.01,act_pesticide_ref_high,1,recommendation,riskReduction,pesticide,any,high,activity_and_overall_risk_match,ถ้าถังพ่นหนักเกินน้ำหนักที่แนะนำ ให้ใช้อุปกรณ์ล้อเข็นหรือหัวฉีดแบบต่อท่อยาว,app_recommendations_v3,2,act_pesticide_ref_high,2,2026-07-29.1,source_verified,ถ้าถังพ่นหนักเกินน้ำหนักที่แนะนำ ให้ใช้อุปกรณ์ล้อเข็นหรือหัวฉีดแบบต่อท่อยาว และหมุนเวียนงานกับเพื่อนทุก 30 นาที,"If the sprayer tank exceeds the recommended weight, use a wheeled aid or long-hose nozzle and rotate with a coworker every 30 minutes."
act_pesticide_ref_high.02,act_pesticide_ref_high,2,recommendation,riskReduction,pesticide,any,high,activity_and_overall_risk_match,หมุนเวียนงานกับเพื่อนทุก 30 นาที,app_recommendations_v3,2,act_pesticide_ref_high,2,2026-07-29.1,source_verified,,
act_pesticide_ref_low.01,act_pesticide_ref_low,1,recommendation,riskReduction,pesticide,any,low,activity_and_overall_risk_match,ปรับสายสะพายเครื่องพ่นให้พอดี,app_recommendations_v3,2,act_pesticide_ref_low,2,2026-07-29.1,source_verified,ปรับสายสะพายเครื่องพ่นให้พอดี ใช้หัวฉีดน้ำหนักเบา และพัก 5 นาทีทุกชั่วโมง,"Fit sprayer straps properly, use a lightweight nozzle, and rest 5 minutes every hour."
act_pesticide_ref_low.02,act_pesticide_ref_low,2,recommendation,riskReduction,pesticide,any,low,activity_and_overall_risk_match,ใช้หัวฉีดน้ำหนักเบา,app_recommendations_v3,2,act_pesticide_ref_low,2,2026-07-29.1,source_verified,,
act_pesticide_ref_low.03,act_pesticide_ref_low,3,recommendation,riskReduction,pesticide,any,low,activity_and_overall_risk_match,พัก 5 นาทีทุกชั่วโมง,app_recommendations_v3,2,act_pesticide_ref_low,2,2026-07-29.1,source_verified,,
act_pesticide_ref_medium.01,act_pesticide_ref_medium,1,recommendation,riskReduction,pesticide,any,medium,activity_and_overall_risk_match,ลดระยะเวลาพ่นต่อเนื่องไม่เกิน 1 ชั่วโมง แล้วพัก 15 นาที,app_recommendations_v3,2,act_pesticide_ref_medium,2,2026-07-29.1,source_verified,ลดระยะเวลาพ่นต่อเนื่องไม่เกิน 1 ชั่วโมง แล้วพัก 15 นาที สลับข้างที่ถือท่อพ่น และใส่รองเท้ากันลื่น,"Limit continuous spraying to 1 hour, rest 15 minutes, switch the hand/side holding the wand, and wear non-slip footwear."
act_pesticide_ref_medium.02,act_pesticide_ref_medium,2,recommendation,riskReduction,pesticide,any,medium,activity_and_overall_risk_match,สลับข้างที่ถือท่อพ่น และใส่รองเท้ากันลื่น,app_recommendations_v3,2,act_pesticide_ref_medium,2,2026-07-29.1,source_verified,,
act_pruning_ref_high.01,act_pruning_ref_high,1,recommendation,riskReduction,pruning,any,high,activity_and_overall_risk_match,เปลี่ยนมาใช้เครื่องตัดกิ่งแบบกลไกช่วย,app_recommendations_v3,2,act_pruning_ref_high,2,2026-07-29.1,source_verified,เปลี่ยนมาใช้เครื่องตัดกิ่งแบบกลไกช่วย ถ้าใช้กรรไกรต้องพัก 10 นาทีทุก 20 นาที ทำงานเป็นทีมเพื่อหมุนเวียน และหลีกเลี่ยงการตัดในท่าบิดตัว,"Use mechanical pruning tools when possible. If shears are used, rest 10 minutes every 20 minutes, rotate as a team, and avoid twisting while cutting."
act_pruning_ref_high.02,act_pruning_ref_high,2,recommendation,riskReduction,pruning,any,high,activity_and_overall_risk_match,ถ้าใช้กรรไกรต้องพัก 10 นาทีทุก 20 นาที,app_recommendations_v3,2,act_pruning_ref_high,2,2026-07-29.1,source_verified,,
act_pruning_ref_high.03,act_pruning_ref_high,3,recommendation,riskReduction,pruning,any,high,activity_and_overall_risk_match,ทำงานเป็นทีมเพื่อหมุนเวียน,app_recommendations_v3,2,act_pruning_ref_high,2,2026-07-29.1,source_verified,,
act_pruning_ref_high.04,act_pruning_ref_high,4,recommendation,riskReduction,pruning,any,high,activity_and_overall_risk_match,หลีกเลี่ยงการตัดในท่าบิดตัว,app_recommendations_v3,2,act_pruning_ref_high,2,2026-07-29.1,source_verified,,
act_pruning_ref_low.01,act_pruning_ref_low,1,recommendation,riskReduction,pruning,any,low,activity_and_overall_risk_match,ใช้กรรไกรคมและน้ำหนักเบา,app_recommendations_v3,2,act_pruning_ref_low,2,2026-07-29.1,source_verified,ใช้กรรไกรคมและน้ำหนักเบา สลับแขนทุก 10-15 นาที และอย่ายกแขนเหนือศีรษะนาน,"Use sharp lightweight shears, switch arms every 10-15 minutes, and avoid keeping arms above the head for long periods."
act_pruning_ref_low.02,act_pruning_ref_low,2,recommendation,riskReduction,pruning,any,low,activity_and_overall_risk_match,สลับแขนทุก 10-15 นาที และอย่ายกแขนเหนือศีรษะนาน,app_recommendations_v3,2,act_pruning_ref_low,2,2026-07-29.1,source_verified,,
act_pruning_ref_medium.01,act_pruning_ref_medium,1,recommendation,riskReduction,pruning,any,medium,activity_and_overall_risk_match,ใช้กรรไกรแบบก้านยาวเพื่อลดการเอื้อม,app_recommendations_v3,2,act_pruning_ref_medium,2,2026-07-29.1,source_verified,ใช้กรรไกรแบบก้านยาวเพื่อลดการเอื้อม ใช้บันไดสำหรับกิ่งสูง สลับแขน และพัก 5 นาทีทุก 30 นาที,"Use long-handled shears to reduce reaching, use a ladder for high branches, switch arms, and rest 5 minutes every 30 minutes."
act_pruning_ref_medium.02,act_pruning_ref_medium,2,recommendation,riskReduction,pruning,any,medium,activity_and_overall_risk_match,ใช้บันไดสำหรับกิ่งสูง,app_recommendations_v3,2,act_pruning_ref_medium,2,2026-07-29.1,source_verified,,
act_pruning_ref_medium.03,act_pruning_ref_medium,3,recommendation,riskReduction,pruning,any,medium,activity_and_overall_risk_match,สลับแขน,app_recommendations_v3,2,act_pruning_ref_medium,2,2026-07-29.1,source_verified,,
act_pruning_ref_medium.04,act_pruning_ref_medium,4,recommendation,riskReduction,pruning,any,medium,activity_and_overall_risk_match,พัก 5 นาทีทุก 30 นาที,app_recommendations_v3,2,act_pruning_ref_medium,2,2026-07-29.1,source_verified,,
act_reduce_arm_raise.01,act_reduce_arm_raise,1,recommendation,posture,any,any,any,selection_key_selected,ลดการยกแขนสูงเหนือไหล่เป็นเวลานาน,body_map_recommendations,4-5,Shoulder and arm,1,2026-07-29.1,source_verified,ลดการยกแขนสูงเหนือไหล่เป็นเวลานาน,Reduce prolonged arm raising
act_reduce_load_tool.01,act_reduce_load_tool,1,recommendation,workloadSupport,any,any,any,selection_key_selected,ลดน้ำหนักสิ่งของ หรือใช้เครื่องทุ่นแรง,body_map_recommendations,"4,8",Mechanical aids,1,2026-07-29.1,source_verified,ลดน้ำหนักสิ่งของ หรือใช้เครื่องทุ่นแรง,Reduce load or use assist tools
act_reduce_weight.01,act_reduce_weight,1,recommendation,posture,any,any,any,selection_key_selected,ลดน้ำหนักที่ยก,body_map_recommendations,7-8,Manual handling,1,2026-07-29.1,source_verified,ลดน้ำหนักที่ยก,Reduce load weight
act_ref_weight_high.01,act_ref_weight_high,1,recommendation,workloadSupport,any,manual,high,overall_risk_matches_and_manual_handling,ลดน้ำหนักที่ยกทันที: ชาย 20-45 ปี ไม่เกิน 13 กก.,app_recommendations_v3,1,act_ref_weight_high,2,2026-07-29.1,source_verified,ลดน้ำหนักที่ยกทันที: ชาย 20-45 ปี ไม่เกิน 13 กก.; ชายอายุต่ำกว่า 20 หรือมากกว่า 45 ปี ไม่เกิน 10 กก.; หญิง 20-45 ปี ไม่เกิน 10 กก.; หญิงอายุต่ำกว่า 20 หรือมากกว่า 45 ปี ไม่เกิน 8 กก. ถ้าเกินนี้ให้ใช้อุปกรณ์ช่วย,Reduce lifting weight immediately: men 20-45 years up to 13 kg; men under 20 or over 45 up to 10 kg; women 20-45 up to 10 kg; women under 20 or over 45 up to 8 kg. Use handling aids if heavier.
act_ref_weight_high.02,act_ref_weight_high,2,recommendation,workloadSupport,any,manual,high,overall_risk_matches_and_manual_handling,ชายอายุต่ำกว่า 20 หรือมากกว่า 45 ปี ไม่เกิน 10 กก.,app_recommendations_v3,1,act_ref_weight_high,2,2026-07-29.1,source_verified,,
act_ref_weight_high.03,act_ref_weight_high,3,recommendation,workloadSupport,any,manual,high,overall_risk_matches_and_manual_handling,หญิง 20-45 ปี ไม่เกิน 10 กก.,app_recommendations_v3,1,act_ref_weight_high,2,2026-07-29.1,source_verified,,
act_ref_weight_high.04,act_ref_weight_high,4,recommendation,workloadSupport,any,manual,high,overall_risk_matches_and_manual_handling,หญิงอายุต่ำกว่า 20 หรือมากกว่า 45 ปี ไม่เกิน 8 กก.,app_recommendations_v3,1,act_ref_weight_high,2,2026-07-29.1,source_verified,,
act_ref_weight_high.05,act_ref_weight_high,5,recommendation,workloadSupport,any,manual,high,overall_risk_matches_and_manual_handling,ถ้าเกินนี้ให้ใช้อุปกรณ์ช่วย,app_recommendations_v3,1,act_ref_weight_high,2,2026-07-29.1,source_verified,,
act_ref_weight_low.01,act_ref_weight_low,1,recommendation,workloadSupport,any,manual,low,overall_risk_matches_and_manual_handling,ตรวจสอบน้ำหนักที่ยก: ชาย 20-45 ปี ไม่เกิน 25 กก.,app_recommendations_v3,1,act_ref_weight_low,2,2026-07-29.1,source_verified,ตรวจสอบน้ำหนักที่ยก: ชาย 20-45 ปี ไม่เกิน 25 กก.; ชายอายุต่ำกว่า 20 หรือมากกว่า 45 ปี ไม่เกิน 20 กก.; หญิง 20-45 ปี ไม่เกิน 20 กก.; หญิงอายุต่ำกว่า 20 หรือมากกว่า 45 ปี ไม่เกิน 15 กก.,Check lifting weight: men 20-45 years up to 25 kg; men under 20 or over 45 up to 20 kg; women 20-45 up to 20 kg; women under 20 or over 45 up to 15 kg.
act_ref_weight_low.02,act_ref_weight_low,2,recommendation,workloadSupport,any,manual,low,overall_risk_matches_and_manual_handling,ชายอายุต่ำกว่า 20 หรือมากกว่า 45 ปี ไม่เกิน 20 กก.,app_recommendations_v3,1,act_ref_weight_low,2,2026-07-29.1,source_verified,,
act_ref_weight_low.03,act_ref_weight_low,3,recommendation,workloadSupport,any,manual,low,overall_risk_matches_and_manual_handling,หญิง 20-45 ปี ไม่เกิน 20 กก.,app_recommendations_v3,1,act_ref_weight_low,2,2026-07-29.1,source_verified,,
act_ref_weight_low.04,act_ref_weight_low,4,recommendation,workloadSupport,any,manual,low,overall_risk_matches_and_manual_handling,หญิงอายุต่ำกว่า 20 หรือมากกว่า 45 ปี ไม่เกิน 15 กก.,app_recommendations_v3,1,act_ref_weight_low,2,2026-07-29.1,source_verified,,
act_ref_weight_medium.01,act_ref_weight_medium,1,recommendation,workloadSupport,any,manual,medium,overall_risk_matches_and_manual_handling,ปรับน้ำหนักที่ยก: ชาย 20-45 ปี ไม่เกิน 18 กก.,app_recommendations_v3,1,act_ref_weight_medium,2,2026-07-29.1,source_verified,ปรับน้ำหนักที่ยก: ชาย 20-45 ปี ไม่เกิน 18 กก.; ชายอายุต่ำกว่า 20 หรือมากกว่า 45 ปี ไม่เกิน 15 กก.; หญิง 20-45 ปี ไม่เกิน 15 กก.; หญิงอายุต่ำกว่า 20 หรือมากกว่า 45 ปี ไม่เกิน 11 กก.,Reduce lifting weight: men 20-45 years up to 18 kg; men under 20 or over 45 up to 15 kg; women 20-45 up to 15 kg; women under 20 or over 45 up to 11 kg.
act_ref_weight_medium.02,act_ref_weight_medium,2,recommendation,workloadSupport,any,manual,medium,overall_risk_matches_and_manual_handling,ชายอายุต่ำกว่า 20 หรือมากกว่า 45 ปี ไม่เกิน 15 กก.,app_recommendations_v3,1,act_ref_weight_medium,2,2026-07-29.1,source_verified,,
act_ref_weight_medium.03,act_ref_weight_medium,3,recommendation,workloadSupport,any,manual,medium,overall_risk_matches_and_manual_handling,หญิง 20-45 ปี ไม่เกิน 15 กก.,app_recommendations_v3,1,act_ref_weight_medium,2,2026-07-29.1,source_verified,,
act_ref_weight_medium.04,act_ref_weight_medium,4,recommendation,workloadSupport,any,manual,medium,overall_risk_matches_and_manual_handling,หญิงอายุต่ำกว่า 20 หรือมากกว่า 45 ปี ไม่เกิน 11 กก.,app_recommendations_v3,1,act_ref_weight_medium,2,2026-07-29.1,source_verified,,
act_rest_stretch.01,act_rest_stretch,1,recommendation,restRotation,any,any,any,selection_key_selected,ควรพักเบรกเพื่อยืดเหยียดกล้ามเนื้อ,ilo_ergonomic_checkpoints_agriculture,243,Checkpoint 99,3,2026-07-29.1,source_verified,ควรพักเบรกเพื่อยืดเหยียดกล้ามเนื้อ,Take breaks to stretch muscles
act_spray_extension.01,act_spray_extension,1,recommendation,posture,any,any,any,selection_key_selected,ใช้ด้ามต่อหัวพ่น เพื่อลดการยกแขนสูงหรือเอื้อมไกล,app_recommendations_v3,2,Pesticide spraying,2,2026-07-29.1,source_verified,ใช้ด้ามต่อหัวพ่น เพื่อลดการยกแขนสูงหรือเอื้อมไกล,Use an extension wand so the arm does not stay raised or overreached
act_transplant_low_stool.01,act_transplant_low_stool,1,recommendation,workloadSupport,any,any,any,selection_key_selected,ใช้เก้าอี้เตี้ยหรือเบาะรองเข่า แทนการนั่งยองนาน ๆ,app_recommendations_v3,1,Transplanting,2,2026-07-29.1,source_verified,ใช้เก้าอี้เตี้ยหรือเบาะรองเข่า แทนการนั่งยองนาน ๆ,Use a low stool or knee pad instead of squatting for long periods
act_transplant_raise_bed.01,act_transplant_raise_bed,1,recommendation,posture,any,any,any,selection_key_selected,ยกถาดกล้าหรือพื้นที่ทำงานให้สูงขึ้น เพื่อลดการก้มหลังลึก,app_recommendations_v3,1,Transplanting,2,2026-07-29.1,source_verified,ยกถาดกล้าหรือพื้นที่ทำงานให้สูงขึ้น เพื่อลดการก้มหลังลึก,Raise seedling trays or work height to reduce deep bending
act_transplant_ref_high.01,act_transplant_ref_high,1,recommendation,riskReduction,transplanting,any,high,activity_and_overall_risk_match,ปรับปรุงทันที:,app_recommendations_v3,1,act_transplant_ref_high,2,2026-07-29.1,source_verified,ปรับปรุงทันที: ยกแปลงเพาะชำให้สูงระดับเอว ใช้อุปกรณ์นั่งยองหรือเก้าอี้เตี้ย และพักทุก 15-20 นาที,"Improve immediately: raise the seedling bed to waist level, use a low stool or squatting support, and rest every 15-20 minutes."
act_transplant_ref_high.02,act_transplant_ref_high,2,recommendation,riskReduction,transplanting,any,high,activity_and_overall_risk_match,ยกแปลงเพาะชำให้สูงระดับเอว,app_recommendations_v3,1,act_transplant_ref_high,2,2026-07-29.1,source_verified,,
act_transplant_ref_high.03,act_transplant_ref_high,3,recommendation,riskReduction,transplanting,any,high,activity_and_overall_risk_match,ใช้อุปกรณ์นั่งยองหรือเก้าอี้เตี้ย,app_recommendations_v3,1,act_transplant_ref_high,2,2026-07-29.1,source_verified,,
act_transplant_ref_high.04,act_transplant_ref_high,4,recommendation,riskReduction,transplanting,any,high,activity_and_overall_risk_match,พักทุก 15-20 นาที,app_recommendations_v3,1,act_transplant_ref_high,2,2026-07-29.1,source_verified,,
act_transplant_ref_low.01,act_transplant_ref_low,1,recommendation,riskReduction,transplanting,any,low,activity_and_overall_risk_match,ท่าทางดีอยู่แล้ว ควรสลับยืนกับนั่งยองทุก 20 นาที,app_recommendations_v3,1,act_transplant_ref_low,2,2026-07-29.1,source_verified,ท่าทางดีอยู่แล้ว ควรสลับยืนกับนั่งยองทุก 20 นาที และตรวจสอบความสูงของแปลงเพาะชำให้พอดีกับเอว,Posture is acceptable. Alternate standing and squatting every 20 minutes and check seedling-bed height near waist level.
act_transplant_ref_low.02,act_transplant_ref_low,2,recommendation,riskReduction,transplanting,any,low,activity_and_overall_risk_match,ตรวจสอบความสูงของแปลงเพาะชำให้พอดีกับเอว,app_recommendations_v3,1,act_transplant_ref_low,2,2026-07-29.1,source_verified,,
act_transplant_ref_medium.01,act_transplant_ref_medium,1,recommendation,riskReduction,transplanting,any,medium,activity_and_overall_risk_match,ลดการก้มโดยยกแปลงเพาะชำให้สูงขึ้น,app_recommendations_v3,1,act_transplant_ref_medium,2,2026-07-29.1,source_verified,ลดการก้มโดยยกแปลงเพาะชำให้สูงขึ้น ใช้เบาะรองนั่งยองหรือเก้าอี้เตี้ย สลับท่าทุก 15 นาที และฝึกยกต้นกล้าโดยใช้ขา,"Raise the seedling bed to reduce bending, use a squat cushion or low stool, change posture every 15 minutes, and lift seedlings with the legs."
act_transplant_ref_medium.02,act_transplant_ref_medium,2,recommendation,riskReduction,transplanting,any,medium,activity_and_overall_risk_match,ใช้เบาะรองนั่งยองหรือเก้าอี้เตี้ย,app_recommendations_v3,1,act_transplant_ref_medium,2,2026-07-29.1,source_verified,,
act_transplant_ref_medium.03,act_transplant_ref_medium,3,recommendation,riskReduction,transplanting,any,medium,activity_and_overall_risk_match,สลับท่าทุก 15 นาที และฝึกยกต้นกล้าโดยใช้ขา,app_recommendations_v3,1,act_transplant_ref_medium,2,2026-07-29.1,source_verified,,
act_transport_clear_path.01,act_transport_clear_path,1,recommendation,posture,any,any,any,selection_key_selected,จัดทางเดินให้เรียบและไม่มีสิ่งกีดขวางก่อนขนย้าย,ilo_ergonomic_checkpoints_agriculture,29,Checkpoint 1,3,2026-07-29.1,source_verified,จัดทางเดินให้เรียบและไม่มีสิ่งกีดขวางก่อนขนย้าย,Clear the path and keep the walking surface even before transport
act_transport_ref_high.01,act_transport_ref_high,1,recommendation,riskReduction,transport,any,high,activity_and_overall_risk_match,ลดน้ำหนักกระสอบ,app_recommendations_v3,3,act_transport_ref_high,2,2026-07-29.1,source_verified,ลดน้ำหนักกระสอบ ใช้เกวียนหรือรถเข็นล้อใหญ่ ปูพื้นกันลื่น จัดพัก 10-15 นาทีทุก 30 นาที และฝึกเทคนิคการยกที่ถูกต้องร่วมกับเพื่อน,"Reduce sack weight, use a wagon or large-wheel cart, add non-slip flooring, rest 10-15 minutes every 30 minutes, and practice team lifting technique."
act_transport_ref_high.02,act_transport_ref_high,2,recommendation,riskReduction,transport,any,high,activity_and_overall_risk_match,ใช้เกวียนหรือรถเข็นล้อใหญ่ ปูพื้นกันลื่น,app_recommendations_v3,3,act_transport_ref_high,2,2026-07-29.1,source_verified,,
act_transport_ref_high.03,act_transport_ref_high,3,recommendation,riskReduction,transport,any,high,activity_and_overall_risk_match,จัดพัก 10-15 นาทีทุก 30 นาที และฝึกเทคนิคการยกที่ถูกต้องร่วมกับเพื่อน,app_recommendations_v3,3,act_transport_ref_high,2,2026-07-29.1,source_verified,,
act_transport_ref_low.01,act_transport_ref_low,1,recommendation,riskReduction,transport,any,low,activity_and_overall_risk_match,ใช้รถเข็นทุกครั้ง,app_recommendations_v3,3,act_transport_ref_low,2,2026-07-29.1,source_verified,ใช้รถเข็นทุกครั้ง ยกของโดยงอเข่า หลังตรง ไม่บิดตัว และสวมรองเท้ากันลื่น,"Use a cart every time, lift by bending the knees with a straight back, avoid twisting, and wear non-slip footwear."
